task_id,scenario,seed,model,proposal_state,proposal_choice,protected_oracle_choice,response_valid,format_normalized,certificate_fields_valid,valid_repair_certificate,recommended_policy_id,error
portfolio-coverage_only-120054,coverage_only,120054,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120054,coverage_only,120054,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120055,coverage_only,120055,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_D,
portfolio-coverage_only-120055,coverage_only,120055,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_D,True,True,True,True,plan_A,
portfolio-coverage_only-120055,coverage_only,120055,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_D,True,True,True,False,plan_A,
portfolio-coverage_only-120056,coverage_only,120056,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_G,
portfolio-coverage_only-120056,coverage_only,120056,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_F,True,True,True,True,plan_F,
portfolio-coverage_only-120056,coverage_only,120056,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120057,coverage_only,120057,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_A,
portfolio-coverage_only-120057,coverage_only,120057,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_G,True,True,True,True,plan_A,
portfolio-coverage_only-120057,coverage_only,120057,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_G,True,True,True,False,plan_G,
portfolio-coverage_only-120058,coverage_only,120058,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120058,coverage_only,120058,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_F,True,True,True,True,plan_F,
portfolio-coverage_only-120058,coverage_only,120058,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_F,True,True,True,False,plan_F,
portfolio-coverage_only-120059,coverage_only,120059,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120059,coverage_only,120059,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120059,coverage_only,120059,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120060,coverage_only,120060,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-coverage_only-120060,coverage_only,120060,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_G,True,True,True,True,plan_G,
portfolio-coverage_only-120060,coverage_only,120060,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_G,True,True,True,False,plan_G,
portfolio-coverage_only-120061,coverage_only,120061,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_C,
portfolio-coverage_only-120061,coverage_only,120061,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_E,True,True,True,True,plan_E,
portfolio-coverage_only-120061,coverage_only,120061,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_E,True,True,True,False,plan_C,
portfolio-coverage_only-120062,coverage_only,120062,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_D,
portfolio-coverage_only-120062,coverage_only,120062,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_C,True,True,True,True,plan_C,
portfolio-coverage_only-120062,coverage_only,120062,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_C,True,True,True,False,plan_C,
portfolio-coverage_only-120063,coverage_only,120063,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_F,
portfolio-coverage_only-120063,coverage_only,120063,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_E,True,True,True,True,plan_F,
portfolio-coverage_only-120063,coverage_only,120063,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120064,dual_violation,120064,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_B,
portfolio-dual_violation-120064,dual_violation,120064,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_C,True,True,True,True,plan_C,
portfolio-dual_violation-120064,dual_violation,120064,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120065,dual_violation,120065,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_F,
portfolio-dual_violation-120065,dual_violation,120065,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_E,True,True,True,True,plan_F,
portfolio-dual_violation-120065,dual_violation,120065,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120066,dual_violation,120066,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120066,dual_violation,120066,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_E,True,True,True,True,plan_E,
portfolio-dual_violation-120066,dual_violation,120066,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120067,dual_violation,120067,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120067,dual_violation,120067,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_G,True,True,True,True,plan_C,
portfolio-dual_violation-120067,dual_violation,120067,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120068,dual_violation,120068,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_G,
portfolio-dual_violation-120068,dual_violation,120068,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_D,True,True,True,True,plan_D,
portfolio-dual_violation-120068,dual_violation,120068,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_D,True,True,True,False,plan_D,
portfolio-dual_violation-120069,dual_violation,120069,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_G,
portfolio-dual_violation-120069,dual_violation,120069,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_E,True,True,True,True,plan_G,
portfolio-dual_violation-120069,dual_violation,120069,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120070,dual_violation,120070,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120070,dual_violation,120070,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_G,True,True,True,True,plan_D,
portfolio-dual_violation-120070,dual_violation,120070,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120071,dual_violation,120071,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_G,
portfolio-dual_violation-120071,dual_violation,120071,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_D,True,True,True,True,plan_D,
portfolio-dual_violation-120071,dual_violation,120071,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_D,True,True,True,False,plan_D,
portfolio-dual_violation-120072,dual_violation,120072,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_D,
portfolio-dual_violation-120072,dual_violation,120072,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_D,True,True,True,True,plan_B,
portfolio-dual_violation-120072,dual_violation,120072,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_D,True,True,True,False,plan_D,
portfolio-dual_violation-120073,dual_violation,120073,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120073,dual_violation,120073,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_F,True,True,True,True,plan_A,
portfolio-dual_violation-120073,dual_violation,120073,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120074,dual_violation,120074,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120074,dual_violation,120074,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_C,True,True,True,True,plan_A,
portfolio-dual_violation-120074,dual_violation,120074,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120075,dual_violation,120075,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120075,dual_violation,120075,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_G,True,True,True,True,plan_F,
portfolio-dual_violation-120075,dual_violation,120075,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120076,dual_violation,120076,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120076,dual_violation,120076,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_G,True,True,True,True,plan_C,
portfolio-dual_violation-120076,dual_violation,120076,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120077,dual_violation,120077,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120077,dual_violation,120077,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_F,True,True,True,True,plan_F,
portfolio-dual_violation-120077,dual_violation,120077,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120078,dual_violation,120078,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_B,plan_B,True,True,True,False,plan_B,
portfolio-dual_violation-120078,dual_violation,120078,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_B,True,True,True,True,plan_F,
portfolio-dual_violation-120078,dual_violation,120078,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_B,True,True,True,False,plan_B,
portfolio-dual_violation-120079,dual_violation,120079,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_B,plan_B,True,True,True,False,plan_A,
portfolio-dual_violation-120079,dual_violation,120079,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_B,True,True,True,True,plan_A,
portfolio-dual_violation-120079,dual_violation,120079,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_B,True,True,True,False,plan_B,
portfolio-dual_violation-120080,dual_violation,120080,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120080,dual_violation,120080,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_E,True,True,True,True,plan_C,
portfolio-dual_violation-120080,dual_violation,120080,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_E,True,True,True,False,plan_C,
portfolio-dual_violation-120081,dual_violation,120081,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120081,dual_violation,120081,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_C,plan_F,True,True,True,True,plan_G,
portfolio-dual_violation-120081,dual_violation,120081,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120082,dual_violation,120082,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120082,dual_violation,120082,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_G,True,True,True,True,plan_F,
portfolio-dual_violation-120082,dual_violation,120082,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120083,dual_violation,120083,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_D,plan_D,True,True,True,False,plan_D,
portfolio-dual_violation-120083,dual_violation,120083,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_D,True,True,True,True,plan_E,
portfolio-dual_violation-120083,dual_violation,120083,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_D,True,True,True,False,plan_D,
portfolio-dual_violation-120084,dual_violation,120084,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120084,dual_violation,120084,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_C,True,True,True,True,plan_C,
portfolio-dual_violation-120084,dual_violation,120084,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_E,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120085,dual_violation,120085,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120085,dual_violation,120085,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_C,True,True,True,True,plan_C,
portfolio-dual_violation-120085,dual_violation,120085,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120086,dual_violation,120086,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120086,dual_violation,120086,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_D,plan_F,True,True,True,True,plan_C,
portfolio-dual_violation-120086,dual_violation,120086,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120087,dual_violation,120087,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120087,dual_violation,120087,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_C,True,True,True,True,plan_C,
portfolio-dual_violation-120087,dual_violation,120087,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120088,dual_violation,120088,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_F,plan_F,True,True,False,False,plan_B,
portfolio-dual_violation-120088,dual_violation,120088,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_F,True,True,True,True,plan_B,
portfolio-dual_violation-120088,dual_violation,120088,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_B,plan_F,True,True,True,False,plan_F,
portfolio-dual_violation-120089,dual_violation,120089,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120089,dual_violation,120089,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_G,plan_E,True,True,True,True,plan_E,
portfolio-dual_violation-120089,dual_violation,120089,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_A,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120090,dual_violation,120090,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_G,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120090,dual_violation,120090,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_G,True,True,True,True,plan_G,
portfolio-dual_violation-120090,dual_violation,120090,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_G,True,True,True,False,plan_G,
portfolio-dual_violation-120091,dual_violation,120091,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120091,dual_violation,120091,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_A,plan_C,True,True,True,True,plan_C,
portfolio-dual_violation-120091,dual_violation,120091,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_G,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120092,dual_violation,120092,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120092,dual_violation,120092,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_E,plan_C,True,True,True,True,plan_C,
portfolio-dual_violation-120092,dual_violation,120092,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_C,True,True,True,False,plan_C,
portfolio-dual_violation-120093,dual_violation,120093,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_C,plan_C,True,True,True,False,plan_E,
portfolio-dual_violation-120093,dual_violation,120093,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_B,plan_C,True,True,True,True,plan_F,
portfolio-dual_violation-120093,dual_violation,120093,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_F,plan_C,True,True,True,False,plan_E,
portfolio-dual_violation-120094,dual_violation,120094,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_C,
portfolio-dual_violation-120094,dual_violation,120094,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_E,True,True,True,True,plan_C,
portfolio-dual_violation-120094,dual_violation,120094,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_C,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120095,dual_violation,120095,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,oracle_correct,plan_E,plan_E,True,True,True,False,plan_E,
portfolio-dual_violation-120095,dual_violation,120095,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,aggregate_pressure_violation,plan_F,plan_E,True,True,True,True,plan_E,
portfolio-dual_violation-120095,dual_violation,120095,mlx-community/Mistral-Small-24B-Instruct-2501-4bit,compliant_suboptimal,plan_D,plan_E,True,True,True,False,plan_E,
